40.7267,-74.0345,B
40.7383,-74.0403,A
40.7575,-73.9846,A
40.6463,-73.7896,A
40.7238,-73.9821,B
40.753,-74.0042,B
40.9859,-74.1578,A
40.7336,-73.99,A
40.7689,-73.9876,A
40.6483,-73.7829,A
40.7437,-73.9985,A
40.7423,-74.0371,A
40.7838,-73.9504,A
40.7166,-74.0144,A
40.7151,-74.0464,A
40.7249,-74.0355,A
40.7772,-73.9595,A
40.7599,-73.9944,A
40.7391,-73.9989,B
40.7221,-74.0018,A
40.7679,-73.9599,A
40.7703,-73.95,A
40.7874,-73.9545,A
40.7877,-73.973,A
40.7726,-73.9532,A
40.699,-73.9951,B
40.771,-73.866,A
40.7335,-74.0043,A
40.7786,-73.9512,A
40.7749,-73.9587,A
40.739,-73.9991,B
40.8364,-74.1461,A
40.7814,-73.9513,A
40.7216,-74.0046,A
40.7669,-73.9617,A
40.7724,-73.955,A
40.7368,-74.0044,B
40.7229,-73.994,B
40.719,-74.0064,B
40.6922,-74.1811,A
40.7757,-73.9502,A
40.718,-74.0099,B
40.778,-73.9487,A
40.7659,-73.9766,A
40.7214,-73.9475,A
40.7345,-73.996,B
40.762,-73.9787,A
40.6904,-74.1778,B
40.7624,-73.9714,A
40.7651,-73.9617,A
40.724,-73.9981,A
40.7625,-73.9724,A
40.7691,-73.9652,A
40.7426,-73.9963,A
40.7666,-73.9784,A
40.76,-73.9861,A
40.7631,-73.9784,A
40.733,-73.9901,A
40.773,-73.9669,A
40.7195,-74.0367,A
40.7686,-73.9698,A
40.7438,-73.9759,A
40.7741,-73.8726,B
40.6678,-73.7956,A
40.7745,-73.9638,A
40.7605,-73.9991,A
40.6949,-74.1781,A
40.7226,-74.0004,B
40.775,-73.9595,A
40.7254,-74.0071,A
40.763,-73.9781,A
40.7668,-73.9789,A
40.7412,-73.9964,A
40.7624,-73.9728,A
40.7398,-73.9912,A
40.7566,-73.9765,A
40.7619,-73.973,A
40.7747,-73.9584,A
40.7368,-73.9958,A
40.6922,-73.9441,A
40.7611,-73.9754,A
40.755,-73.9746,A
40.7323,-74.0076,A
40.71,-74.0114,B
40.7581,-73.9619,A
40.7154,-74.0163,B
40.7852,-74.022,A
40.8289,-73.9451,A
40.7544,-73.9692,A
40.7702,-73.9577,A
40.7732,-73.8857,B
40.7641,-73.9766,A
40.7622,-73.9788,A
40.7031,-73.9853,A
40.7374,-74.0008,A
40.7276,-74.0349,B
40.8791,-73.8811,A
40.75,-73.9757,A
40.7684,-73.8624,B
40.7618,-73.9752,A
40.7458,-73.987,B
40.7516,-73.9739,A
40.7529,-73.9855,A
40.783,-73.951,A
40.7455,-73.988,B
40.7692,-73.9829,A
40.695,-74.1784,B
40.7663,-73.9251,A
40.7385,-73.9854,B
40.776,-73.9441,A
40.7485,-74.0061,B
40.6919,-73.9966,B
40.7739,-73.8724,B
40.7417,-73.9894,B
40.6953,-74.1783,A
40.7853,-73.9556,A
40.7691,-73.9812,A
40.7578,-73.9893,A
40.7694,-73.9658,A
40.7705,-73.9662,A
40.6448,-73.7826,A
40.7198,-74.0051,A
40.7647,-73.9706,A
40.7504,-73.9945,A
40.7593,-73.9745,A
40.7644,-73.953,A
40.7545,-73.9757,A
40.7755,-73.9558,A
40.7644,-73.9806,A
40.7578,-73.9739,A
40.7798,-73.96,A
40.7644,-73.9727,A
40.7636,-73.9735,A
40.7616,-73.9686,A
40.7739,-73.8715,A
40.7122,-73.998,B
40.7593,-73.9708,A
40.7207,-74.0031,A
40.7623,-73.9788,A
40.7573,-73.9712,A
40.7371,-74.1794,A
40.758,-73.9751,A
40.7746,-73.9633,A
40.7839,-73.9566,A
40.7538,-73.9809,A
40.7544,-73.9803,A
40.7629,-73.9839,A
40.7546,-73.991,A
40.7679,-73.9662,A
40.6916,-73.9844,A
40.8448,-74.0662,A
40.76,-73.9651,A
40.7555,-73.9739,A
40.7741,-73.8725,B
40.7382,-74.0033,A
40.7813,-73.9759,A
40.7634,-73.974,A
40.7706,-73.8655,A
40.646,-73.7768,A
40.7789,-73.9559,A
40.7437,-73.9887,B
40.7647,-73.9699,A
40.7556,-73.9851,A
40.7432,-73.9863,A
40.7615,-73.9824,A
40.7199,-74.0043,B
40.7554,-73.9726,A
40.7938,-73.973,A
40.7782,-73.9628,A
40.7736,-73.9812,A
40.72,-74.0038,B
40.7534,-73.9904,A
40.7574,-73.9762,A
40.7459,-73.9884,A
40.7214,-73.9974,B
40.7478,-74.0044,A
40.7129,-74.0356,B
40.7581,-73.9816,A
40.756,-73.9717,A
40.7565,-73.9844,A
40.757,-73.972,A
40.786,-73.981,A
40.7243,-73.9933,A
40.7615,-73.9765,A
40.7473,-74.0007,B
40.7829,-73.4372,A
40.7643,-73.9688,A
40.7551,-73.9753,A
40.7414,-73.9848,A
40.7093,-73.9618,A
40.7457,-74.0049,A
40.7284,-74.0071,B
40.7782,-73.962,A
40.7642,-73.9731,A
40.6164,-73.9523,A
40.764,-73.9713,A
40.7558,-73.9751,A
40.7688,-73.8625,B
40.7045,-74.0103,A
40.7354,-74.1689,B
40.7608,-73.979,A
40.6971,-73.9949,B
40.7641,-73.9813,A
40.7368,-73.9888,B
40.7541,-73.9764,A
40.7727,-73.9558,A
40.7274,-74.0057,A
40.7441,-73.984,B
40.7327,-74.0077,B
40.7122,-73.8232,B
40.7371,-74.0021,A
40.7261,-73.9962,B
40.7102,-74.015,A
40.8132,-74.2143,A
40.7533,-73.9664,A
40.7271,-74.0347,A
40.7218,-73.9829,A
40.7195,-74.0323,A
40.7608,-73.979,A
40.7497,-73.9931,B
40.7737,-73.956,A
40.7308,-74.001,B
